target_metric,correlated_with,correlation,abs_correlation,correlation_type,strength
E(t),An_mean(t),0.9997610884856676,0.9997610884856676,positive,very_strong
E(t),mean_high_effort,0.9617571058409846,0.9617571058409846,positive,very_strong
E(t),best_pair_score,-0.9186591386880364,0.9186591386880364,negative,very_strong
E(t),std_S,0.8979754580334498,0.8979754580334498,positive,strong
E(t),On_mean(t),0.8916606747528242,0.8916606747528242,positive,strong
E(t),variance_d2S,0.833212323741851,0.833212323741851,positive,strong
E(t),tau_S,-0.751576100023121,0.751576100023121,negative,strong
E(t),decorrelation_time,-0.751576100023121,0.751576100023121,negative,strong
E(t),autocorr_tau,-0.7274446088231435,0.7274446088231435,negative,strong
E(t),tau_gamma,-0.6701422448460996,0.6701422448460996,negative,moderate
E(t),tau_C,-0.6400951833307452,0.6400951833307452,negative,moderate
E(t),continuous_resilience,-0.6173306427325543,0.6173306427325543,negative,moderate
E(t),C(t),0.5917752642985057,0.5917752642985057,positive,moderate
E(t),best_pair_gamma,0.5475058421855618,0.5475058421855618,positive,moderate
E(t),max_median_ratio,-0.5420494975473639,0.5420494975473639,negative,moderate
E(t),entropy_S,0.49776196062267286,0.49776196062267286,positive,weak
E(t),tau_f_mean,-0.4208330381510054,0.4208330381510054,negative,weak
E(t),gamma,0.38871967898380455,0.38871967898380455,positive,weak
E(t),gamma_mean(t),0.3795021471297162,0.3795021471297162,positive,weak
E(t),fn_mean(t),0.35129691801903795,0.35129691801903795,positive,weak
E(t),S(t),-0.31883548366253567,0.31883548366253567,negative,weak
